Tweet	Cleaned_Text	Sentiment
RT USER: Copras calon presiden.. Ndak mikir.. Ndak mikirrrr... (Ndak mikir apa si kowi 1 periode aja babak belur..) URL	['copras calon presiden pikir mikirrrr pikir sih kowi 1 periode babak bur uniform resource locator']	neutral
Cie tau ma jokowi ga dapet panggung mulai dah jilat-jilat Prabowo dasar lintah URL	['tau jokowi panggung jilat jilat prabowo dasar lintah uniform resource locator']	negative
"Barusan dongo dongoin pemotor yg klakson bertubi2 padahal jelas lampu merah. ""Woy dongo! Brisik norak!"" \n\nPas nengok taunya temen SMP (--!)\n\nDia : Chaink?\n\n*aku nangis nganti metu eluh getih puteeeh~',1,1,1,0,0,0,0,0,1,1,0,0;;;;;;;;;;;;"	['barusan dongok dongok motor klakson be ubi2 lampu merah oi dongok berisik norak pas tengok tau teman chain menang ganti lu darah puteeeh 1 1 1 0 0 0 0 0 1 1 0 0']	negative
"""Presidennya Pak Jokowi, gubernurnya saya dan Pak Anton, sehingga program selaras sejalan,"" kata Hasan.,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['presiden jokowi gubernur anton program selaras jalan hasan 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Kalau nggak mau dengar Ulama dan tetap ngotot kriminalisasi ulama yaa kita lengserkan aja Jokowi	['dengar ulama otot kriminalisasi ulama ya lengser jokowi']	negative
Cina lg.. cina lg.. sebaiknya di usir aj ya? merusak sih kerjaannya	['cina cina usir ya rusak sih kerja']	negative
USER Ayoh bangsa indonesia bersihkan etnis cina ahok	['ayo bangsa indonesia sih etnis cina ahok']	negative
USER enak bgt yah Om jawabannya.\n\ngmn klo udah bom sby jgn diperdebatkan lagi tersangkanya udah meninggal...'	['enak banget ya om jawab bom susilo bambang yudhoyono debat sangka tinggal']	neutral
USER USER USER USER USER Kafir ada di Alquran....situ sehat???'	['kafir alquran situ sehat']	negative
RT USER Nggak ikut dukung calon presiden tapi sukanya ngatur Jokowi kenapa gak Prabowo aja yg diatur supaya menang dalam pemilihan presiden 2019.	['dukung calon presiden suka atur jokowi prabowo atur menang pilih presiden 2019']	positive
USER Kan hebat Ahok bisa memaafkan bini slm 7 thn bukan spt yg ono kabur krn ketauan menalukan ngaku ulama kok kelakuan bejad'	['hebat ahok maaf bini salam 7 surat pemberitahuan tahun ono kabur tahu malu aku ulama laku bejat']	negative
"USER Okesip otak bolot gue konfyus :')"",0,1,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['oke sip otak bolot gue bingung 0 1 0 0 0 0 0 0 0 0 0 0']	negative
yg jelas-jelas masih hidup itu prabowo anak soemitro pengkhianat bangsa	['hidup prabowo anak soemitro penghianat bangsa']	neutral
USER USER Yang perek kan ibu lo.. gimana sih.. pasti sdh dool ya'	['perek sih doll ya']	positive
RT USER USER USER Pilih presiden yg jelas orang tua nya yang bukan pengkhianat negara	['pilih presiden orang tua nya penghianat negara']	negative
Ga apa sih Ahok prnh diblng penista agama tp ga kek politikus koruptor dipanggil urusan hukum ngeles pake sakit hati-hati ntar keterusan mati.	['sih ahok bilang nista agama kayak politikus koruptor panggil urus hukum ngeles pakai sakit hati hati terus mati']	negative
USER USER USER Tolol sekali anda ini? Ngaji dimana kau ini kl agama islam sprti itu? Ketahuan ini orang ngajinya sm orang ngk jelas ini?'	['tolol aji mana agama islam sp i tahu orang aji orang']	negative
New post: Festival Pesona Tambora Angkat Eksotisme Alam dan Budaya Dompu dan Bima	['new post festival pesona tambora angkat eksotisme alam budaya dompu bima']	neutral
Presiden Joko Widodo (Jokowi) membuka Kongres 29 Perhimpunan Mahasiswa Katolik Republik Indonesia (PMKRI).; ; USER berpesan di konteks tahun politik 2018, agar semua pihak menjaga kondisi. Kontestasi politik perlu diisi dengan adu program dan gagasan ra,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['presiden joko widodo jokowi buka kongres 29 himpun mahasiswa katolik republik indonesia himpun mahasiswa katolik republik indonesia pesan konteks politik 2018 jaga kondisi kontestasi politik isi adu program gagas ra 0 0 0 0 0 0 0 0 0 0 0 0']	negative
"USER Cebong di kasih fakta dia bilang dusta, Cebong dikasih dusta dia bilang realita, Cebonger's emang bikin gemes\xf0\x9f\x98\x82"",1,1,0,1,0,0,0,0,1,0,1,0;;;;;;;;;;;;"	['cebong kasih fakta bilang dusta cebong kasih dusta bilang realita cebonger si bikin gemas xf0 x9f x98 x82 1 1 0 1 0 0 0 0 1 0 1 0']	negative
USER USER Cina kafir ini mah...Bangsat lu!! Dasar Komunis !!'	['cina kafir bangsat dasar komunis']	negative
USER USER USER Rakyat kaum bani cebong'	['rakyat kaum bani cebong']	negative
kangen edan USER USER'	['kangen edan']	positive
USER Ohh mami kontolku besar panjang 3jari setengah panjang lewat pusat aku..mungkin 3 aku ngentot mami.mami kecapaian...'	['oh mami kontol jari pusat 3 ngentot mami mami capai']	neutral
"Di kuliah umum Maroko, ada yg bilang Anies ""Super Gubernur"".; Mungkin jaga perasaan, gak enak klo bilang ""Anda yg lebih layak jadi Presiden"" :-),0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['kuliah maroko bilang anies super gubernur jaga asa enak bilang layak presiden 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Ga salah memang USER &amp; USER bilang antek Aseng tapi adiknya Prabowo bilang Prabowo pro Amerika. URL	['salah amp bilang antek asing adik prabowo bilang prabowo pro amerika uniform resource locator']	negative
"Dijodohkan Presiden, Pengantin Wanita Tajikistan Tampak ""Sedih"",0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['jodoh presiden pengantin wanita tajikistan sedih 0 0 0 0 0 0 0 0 0 0 0 0']	negative
"7. Kaga ngeliat tapi ""ngerasa"" wkakak dan gua ngerasa lagi tot sma setan',0,1,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['7 wkwk gue tot setan 0 1 0 0 0 0 0 0 0 0 0 0']	negative
RT USER: Eh ada wartawan Selandia Baru Rasa Kampret dan dibuat berita oleh Kampret disebar di WAG. Konferensi Pers tdk dilakukan\xe2\x80\xa6'	['eh wa awan selandia kampret berita kampret sebar kasih konferensi pers xe2 x80 xa6']	negative
USER USER USER USER USER Pencitraan Lu...ah.......Prabowo msh tidur.....	['citra ah prabowo tidur']	negative
Ustadz Subki Al-Bughury, S. Sos.I saja mendukung Pilkada Damai di Kab. Sinjai Tanpa Hoax, Ujaran Kebencian dan Isu Sara,..KALAU ANDA...??; USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['ustaz subki al bughury si sos i dukung pilih kepala daerah damai kabupaten sinjai hoaks ujar benci isu sara 0 0 0 0 0 0 0 0 0 0 0 0']	negative
RT USER: #RETWEET\nSensasi Ngentot Dengan Cewek Cantik Berhijab ...\xf0\x9f\x98\x8d\n\n( Part1)\n\n#blowjob #kontol #hijab #ngentothijab #sepongkon\xe2\x80\xa6'	['retweet sensasi ngentot cewek cantik hijab xf0 x9f x98 x8d 1 blowjob kontol hijab ngentot orang hijab sepong kontol xe2 x80 xa6']	negative
USER USER USER USER USER biasa bro dia ciri2 cebong adu domba begitu so lugu namanya juga cebong buzzer recehan yg begini\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'	['bro ciri ciri cebong adu domba sok lugu nama cebong buzzer receh xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82']	negative
(DETIKCOM | Jangan Buru-buru Tolak Wacana Pilkada Lewat DPRD) #pemilu #pemilu2019	['detikcom buru buru tolak wacana pilih kepala daerah dewan wakil rakyat daerah pilih pilih 2019']	negative
RT USER Prabowo sdh tua perlu generasi muda yg bisa blusukan dan Jokowi msh muda dan saat ini sering blusukan diberbagai pulau	['prabowo tua generasi muda blusuk jokowi muda blusuk bagai pulau']	neutral
"Mohon Maaf""; Kalau Sekarang Pemilihan PRESIDEN anda Memilih Siapa; Bpk Jokowi : Like; Bpk Prabowo : RT;,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['mohon maaf pilih presiden pilih jokowi like prabowo 0 0 0 0 0 0 0 0 0 0 0 0']	negative
napadah shopee kampang'	['dah shopee kampang']	neutral
lu baca bandingkan modal dgn hasil diperpanjang atau tidak dasar antek asing	['baca banding modal hasil panjang dasar antek asing']	negative
USER Kerjaan? Tugas prakarya seni budaya? :3	['kerja tugas prakarya seni budaya 3']	neutral
USER kolam buaya kagak ada qey'	['kolam buaya oke']	neutral
USER Yu...mari kita songsong presiden baru ditahun 2019	['yu mari songsong presiden 2019']	neutral
"USER USER Mana mungkin w bani ngepost milik orang lain nik--""',0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['gue bani ngepost milik orang nik 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER USER Cebong tidak akan pernah senang lihat kejayaan pk anis mereka akan ttp sirik. Yg parahnya klu junjungan dipuji habis habisan meskipun melakukan hal buruk.'	['cebong senang lihat jaya anis sirik parah junjung puji habis habis buruk']	negative
RT USER: USER Klo busuk mawati beragama islam .. Maka dia Takut dg dirinya sendiri\nGejala gila nich nenek ..'	['busuk mawati agama islam takut gejala gila nih nenek']	negative
ini jalan dua platform ya\ndi fb juga jalan\nbom yang gede klo mau dapet'	['jalan platform ya mana facebook jalan bom gede']	negative
Dikira org katolik coba:('	['orang katolik coba']	negative
USER berarti lo cacat'	['bera i cacat']	negative
USER USER USER USER USER Hahahaha roti buaya mah buat nikahan pak'	['haha roti buaya nikah']	neutral
USER USER luhut bajingan'	['luhut bajing']	negative
Me every night:\nAAAAA ANJENG GUE MALU BANGSAD. MAU ILANG AJA. AAAAAAAAA. APAAN SIH GUE JIJIK BANGET. AAAAAAAAA. INI APAAN SIH GUE DULU NGGAK DANTA. AAAAAAAAAAA. MAU ILANG AJA. AAAAAAAAAAAAAAA.'	['me every night naaaaa anjing gue malu bangsat hilang aaaaaaaaa sih gue jijik banget aaaaaaaaa sih gue danta aaaaaaaaaaa hilang aaaaaaaaaaaaaaa']	negative
USER Terus??\nAlus nya di puji. Butut nya disebut butut. Goblog disebut goblog.'	['kalong nya puji butut nya butut goblok goblok']	negative
Yang sabar gua mah punya adek2 kunyuk yg bau kek sempak kuda'	['sabar gue adek adek kunyuk bau kayak sempak kuda']	negative
Tuhan itu iBlis . Iblis itu Tuhan . Agama onta'	['tuhan iblis iblis tuhan agama onta']	negative
USER USER USER USER USER USER USER USER Assalamu alaikm ibu USER tlng hrp bantuanx u kmi #korbanphkfreeport	['asalamualaikum alaykum tolong harap bantu korbanphkfreepo']	neutral
RT USER USER Para jendral propaganda mereka perang propaganda dgn jualan utamanya pki dan cinaisasi..	['jenderal propaganda perang propaganda jual utama partai komunis indonesia cina']	negative
USER Ngentot donk'	['ngentot']	negative
"Pesan Presiden Joko Widodo,""Saya meyakini Negara kita Indonesia akan semakin besar dan kuat apabila Ulama dan Umaro beriringan"". Selengkapnya terlait pesan Bapak Presiden simak video berikut ini #JokowiSilaturahmidenganUlama..#JokowiCintaUlama..#JokowiAja,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['pesan presiden joko widodo negara indonesia kuat ulama umara iring lengkap kait pesan presiden simak video jokowi silaturahmi ulama jokowi cinta ulama jokowi 0 0 0 0 0 0 0 0 0 0 0 0']	negative
NGAKAK! Para barisan cebong sakit hati mau pake isu saracen utk nyerang Anies-Sandi agar gagal dilantik	['tertawa baris cebong sakit hati pakai isu saracen serang anies sandi gagal lantik']	negative
RT USER USER Prabowo simulut busuk Rizieq anies Fadlizon Fahri mereka kumpulan sampah negara jd kelakuan mereka juga kaya sampah	['prabowo si mulut busuk rizieq anies fadli zon fahri kumpul sampah negara laku kayak sampah']	negative
USER Betul , lalu knp tdk ada hindu nusantara,budha nusantara,khonghucu nusantara.kristen nusantars..Whats wrong? Why? Coba argumennya prof sambil ngopi &amp; guyon2\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['hindu nusantara buddha nusantara konghucu nusantara kristen nusantara salah coba argumen prof minum kopi amp ketawa ketawa xf0 x9f x98 x82 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Masih aja ada 'Orang Berpendidikan' berpikir Ekonomi syari'ah adalah ekonomi pembangunan para ekstrimis	['orang didik pikir ekonomi syariat ah ekonomi bangun ekstremis']	negative
USER waktu itu blm ada buzzer idiot...'	['buzzer idiot']	negative
Cagub Jabar Bicara Soal Toleransi di Muzakarah ICMI Jabar	['calon gubernur jabar bicara toleransi muzakarah ikat cendekiawan muslim indonesia jabar']	neutral
Cuma manusia otak dungu yg sekarang ini teriak-teriak 'bubarkan pki' buku buat dibaca!! Jgn bodoh! Otak kosong mulut nyap nyap!	['manusia otak dungu teriak teriak bubar partai komunis indonesia buku baca bodoh otak kosong mulut iya iya']	negative
Kisah pengemis yahudi buta\xf0\x9f\x98\xa2'	['kisah emis yahudi buta xf0 x9f x98 xa2']	negative
Pelaksanaan Makin dekat, Presiden Jokowi Minta Promosi #AsianGames2018 Digencarkan USER #ratas â?¡ï¸? â??Presiden Minta Promosi Asian Games Makin Gencarâ??; ;,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['laksana presiden jokowi promosi asi games 2018 gencar ratas presiden promosi asi games gencar 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER cebong emang jagonya bikin dan sebar hoax'	['cebong jago bikin sebar hoaks']	negative
Kreatifitas masyarakat Desa Berdaya USER itu tiada batas, dan mampu meningkatkan prekonomian serta menghidupkan roda ekonomi mikro di desa.; salam berdaya dari Desa Sengon,Prambanan.; #SharingHappiness,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['kreativitas masyarakat desa daya tiada batas tingkat ekonomi a hidup roda ekonomi mikro desa salam daya desa sengon prambanan bagi bahagia 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Setelah kasus PKI di LBH rame-rame antek komunis membuat opini dan steitmen mengaburkan kebangkitan PKI	['partai komunis indonesia ramai ramai antek komunis opini nyata abur bangkit partai komunis indonesia']	negative
Revisi hukum pidana dengan memasukkan klausul mengenai PSK sukarela sudah sangat dibutuhkan. Indonesia yang gencar mempromosikan diri sebagai surga wisata internasional senyatanya perlu memagari... URL	['revisi hukum pidana masuk klausul kerja seks komersial sukarela butuh indonesia gencar promosi surga wisata internasional nyata pagar uniform resource locator']	neutral
"RT RPGpedia ""Gubernur Jaman Now dekat dengan Rakyat pilih nomor 1; ; #KamiGanjarYasin ; #KandangBant3ng; ; Salamnya; #TemannyaRPG; #namakuRUDY; #TemannyaRUDY,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['rpgpedia gubernur jaman now rakyat pilih nomor 1 ganjar yasin kandang banteng salam teman role playing game nama rudy teman ruddy 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER WOI BOLOT'	['woi bolot']	negative
Kenapa USER bicaranya sesuatu yg remeh temeh spt masalah kalajengking krn belio tau oposisinya spt USER itu pasti nyinyir jd stress dan stroke sendiri...krn emang dosen ga laku...bacot gede hasil karya ga ada... bahkan anak asuhnya mayor dungu	['bicara remeh temeh surat pemberitahuan tahun kalajengking beliau tau oposisi surat pemberitahuan tahun nyinyir stres strok dosen laku bacot gede hasil karya anak asuh mayor dungu']	negative
"""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsus PDI_Perjuangan Kota Gunungsitoli.; ; #GubernurZamanNow ; #DjarotSihar2 ; #SumutPilih2Djoss #DjarotSiharMenang #GunungSitoli #PDIPerjuangan,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['keanekaragaman budaya suku agama sungguh kaya djarot hadap pese a rapat kerja cabang khusus partai demokrasi indonesia juang kota gunung sitoli gubernur zaman now djarot sihar 2 sumatra utara pilih jos djarot sihar menang gunung sitoli partai demokrasi indonesia juang 0 0 0 0 0 0 0 0 0 0 0 0']	negative
"USER USER USER Setipe sama yang dibelain. \nKata andalan ""cebong"" adalah pemuas syahwatnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['tipe bela andal cebong muas syahwat xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER USER USER USER hehe typical bani pekok. ga bs bantah trs danga dungu dah.'	['hehe tipikal bani bodoh bantah danga dungu']	negative
"USER USER USER ~improvisasi itu lagu..al Qur'an itu tafsir..masak susah mikir gituan..murotal itu improv..Tilawatil Qur'an itu improv..raut mukamu itu tafsir..cara kentutmu itu tafsir..cara ngentot aja tafsir..cara kawin itu tafsir...ngaji yg bener.!!"",1,1,1,0,0,0,0,0,1,1,0,0;;;;;;;;;;;;"	['improvisasi lagu al qur an tafsir masak susah pikir murottal tingkat tilawatil qur an tingkat raut muka tafsir kentut tafsir ngentot tafsir kawin tafsir aji 1 1 1 0 0 0 0 0 1 1 0 0']	negative
SEMOGA KITA TERMASUK ORANG2 DENGAN WAJAH YG BERSERI2 ð??? #JumatBerkah; ; Ù?Ù?Ø¬Ù?Ù?Ù?Ù? Ù?Ù?Ù?Ù?Ù?Ù?Ø¦Ù?Ø°Ù? Ù?Ù?Ù?Ø§Ø¶Ù?Ø±Ù?Ø©Ù?; Wajah-wajahÂ (orang-orang mukmin) pada hari itu berseri-seri.(Al-qiyamah: 22); Ù?Ù?Ù?Ù?Ø¬Ù?Ù?Ù?Ù? Ù?Ù?Ù?Ù?Ù?Ù?Ø¦Ù?Ø°Ù? Ø¨Ù?Ø§Ø³Ù?Ø±Ù?Ø©Ù?; DanÂ wajah-wajahÂ (orang kafir) pada hari itu	['moga orang orang wajah seri seri jumat berkah wajah wajah orang orang mukmin seri seri al qiyamah 22 wajah wajah orang kafir']	neutral
USER USER Yang panik itu yang mau ganti presiden tapi g tau calonnya siapa! Ups mungkin karena g bisa berbuat banyak!!!!! Karena dibawah kepemimpinan pak USER banyak koruptor tertangkap!!! Jadi mau ganti presiden!!! Siapa tau bisa di nego!!	['panik ganti presiden tau calon ups buat pimpin koruptor te angkap ganti presiden tau negosiasi']	negative
Haruskah aku buat thread jadi TKI dimalaysia dengan jam kerja 16jam? Sebenernya ini kilang memang jahanam betol'	['harus thread tenaga kerja indonesia malaysia jam kerja enam belas jam kilang jahanam']	neutral
.; Ekonomi : hancur; Subsidi : dicabut; BBM : mahal; Listrik : naik tdk karuan; Sembako : tak terjangkau rakyat; Politik : kisruh terus; Agama : dinistakan terus; Kebijakan : tdk pro rakyat; HAM : terbengkalai; Leadership : LEMAH; ; Dua periode?	['ekonomi hancur subsidi cabut bahan bakar minyak mahal listrik karuan sembako jangkau rakyat politik kisruh agama nista bijak pro rakyat ham bengkalai leadership lemah periode']	negative
USER USER Dan Indonesia harus menghormati AS!!\n\nNtu sape nyang kemaren ngomong begitu??\nWahhh dr roman2nye pasti antek ASING tuh'	['indonesia hormat as kemarin bicara nwahhh roman roman antek asing']	negative
dr. Sam Aliano; ; Calon Presiden 2019.; ; Indonesia Bebas Hutang. â??; Indonesia Bubar Pas Kiamat. â??; Umroh Gratis per 1 Orang. â??	['aliano calon presiden 2019 indonesia bebas hutang indonesia bubar pas kiamat umrah gratis 1 orang']	neutral
USER USER USER USER Pencipta hoaxs ya presiden dan wakilnya'	['cipta hoaks ya presiden wakil']	negative
Muncul sudah antek antek PKI dah berani muncul terang-terangan mudah-mudah pemerintah tidak tinggal diam. URL	['muncul antek antek partai komunis indonesia berani muncul terang terang mudah mudah perintah tinggal diam uniform resource locator']	negative
USER 1. Mengandung ekstrak lidah buaya \n2. Tidak mengandung Alkohol\n3. Memiliki rasa manis\n4. Tidak bereaksi terhadap obat lain\n5. Aman digunakan untuk anak2 &amp; bayi\n6. Kemasan finger off yg tak bersentuhan dgn luka\n7. Tidak perih pada l	['1 kandung ekstrak lidah buaya n2 kandung alkohol n3 milik manis n4 reaksi obat n5 aman anak anak amp bayi n6 kemas finger off sentuh luka n7 perih l']	neutral
USER onta ya bukan aku\xf0\x9f\x98\x92'	['onta ya xf0 x9f x98 x92']	negative
Bagaimana perasaan walubi kalo umat budha di indonesia yg di usir dan di bantai???	['asa walubi umat buddha indonesia usir bantai']	negative
USER Giliran ambruk cuma planga plongo kaya ayam kena tetelo ?? USER ; ; #Putin; #PrabowoUntukIndonesia; #2019GantiPresiden	['gilir ambruk plonga plongo kayak ayam kena tetelo putin prabowo indonesia 2019 ganti presiden']	neutral
Beda kristen dg agama lain>siapa yg percaya YESUS sbg Juruslamat& Tuhan! Mk menerima ROH KUDUS-sbg Penolong& Penghibur! *bkn dg kekuatan qt*	['beda kristen agama percaya yesus juru selamat tuhan mk terima roh kudus tolong hibur kuat']	negative
PRESIDEN SOEHARTO AKAN RESMIKAN TIGA MUSEUM DIÂ TMII	['presiden soeha o resmi museum taman mini indonesia indah']	neutral
USER USER USER Lu nyindir pak de? ?. #2019GantiPresiden	['sindir deh 2019 ganti presiden']	neutral
Presiden Jokowi Sebut Soft Launching Bandara Kertajati 24 Mei	['presiden jokowi lembut launching bandara ajati 24 mei']	neutral
"USER USER USER USER Gini umat islam di bodohi pake kata fiksi. Dan alasan salman rusdhi mbuat ""the santanicverse"" berasal pembodohan seperti ini. Fiksi itu imanijer *angan2. Kalau tujuan untuk membela USER banyak nara,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['umat islam bodoh pakai fiksi alas salman rusdhi the satanic verse asal bodoh sepe i fiksi imajiner angan angan tuju bela nara 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER USER KAMU LAH HOMO YG PALING SIAL BAJINGAN GOBLOK...KALAU TERLALU GIAN KAMU AMPUT ANJING DITEPI JALAN TU.....SEMOGA KAMU TERIMA BALASAN NYA NANTI...'	['homo sial bajing goblok gian amput anjing tepi jalan moga terima balas nya']	negative
Mengajak anak-anak dalam peledakan bom tidak mungkin muncul dari orang yang memahami Islam. Itu tindakan keji.\n - Aman Abdurrahman'	['ajak anak anak ledak bom muncul orang paham islam tindak keji aman abdurrahman']	neutral
USER Alah kntl'	['alah kontol']	negative
USER Gi ngocok memek say'	['kocok memek sayang']	positive
USER Gue baru nyadar kalo situ baru ngefollowback saya. Kelamaan umroh ya? Mana oleh-oleh onta mekkah? Iya salam kenal Dav.'	['gue sadar situ ikut umrah ya onta makkah iya salam kenal dav']	negative
USER Bubarkan saja kpk biar leluasa para koruptor memperkaya diri di Negri ini	['bubar komisi berantas korupsi biar leluasa koruptor kaya negeri']	negative
USER Cuma rezim ini org kaya dia berani tampil di layar kaca. Mohon segera ambil tindakan USER USER	['rezim orang kayak berani tampil layar kaca mohon ambil tindak']	negative
RT USER mmg otoriter! Buktinya USER selalu OTT? Pdhal dri partai politiknya sendiri byk ya? USER & USER Ditangkap smua?	['otoriter bukti ott ai politik ya tangkap']	neutral
USER USER USER USER USER USER USER Cebong itu badut nya China \xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81 cuma dikipasin sama uang recehan galaknya bukan main\xf0\x	['cebong badut nya cina xf0 x9f xa4 xaa xf0 x9f xa4 xaa xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 kipas uang receh galak main xf0 x']	negative
CEPAT BERIKAN AKU BEBERAPA EKOR CHANGBIN HYUNK. PENGEN DIBULLY SAMPE TITIT DARAH PENGHABISAN'	['cepat ekor changbin hyung dibully titit darah habis']	positive
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Salah	['salah']	negative
"USER + fed well\n+ benar benar memotivasi\n+ jarang rebutan bias\n+ dapet merch dia gampang dan lumayan murce\n\n- di bilang lesbi\n- ""cOwOknYa kOk cANtik""',0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['fed well motivasi jarang rebut bias merch gampang lumayan murah bilang lesbi cowok cantik 0 0 0 0 0 0 0 0 0 0 0 0']	negative
USER iya juga ya pertanyaan bg USER ini. lantas kami menyebut org yg bkn beragama islam dgn sebutan apa? knp sebut non muslim gk terima. aneh2 aja rezim ini.. zaman pak beye dulu gk ada yg kek beginian. #TepokJidat. ya sdh la intinya #20	['iya ya pe anyaan lantas sebut orang agama islam sebut non muslim terima aneh aneh rezim zaman susilo bambang yudhoyono kayak tepuk jidat ya inti 20']	negative
Ini orang ga tau Islam, tp belagu dan asbun.; ; Pidato Jokowi udah sesuai ayat Qur'an: Allah tak akan ubah nasib suatu kaum kecuali mrk mengubahnya. ; ; Kalo mau ganti presiden, rakyat sendiri yg harus mengganti. Baru Tuhan mengganti. Kehendak rakyat dulu,,1,1,1,0,1,0,0,0,0,1,0,0;;;;;;;;;;;;	['orang tau islam belaga bunyi pidato jokowi sesuai ayat qur an allah ubah nasib kaum kecuali ubah ganti presiden rakyat ganti tuhan ganti hendak rakyat 1 1 1 0 1 0 0 0 0 1 0 0']	negative
Perasaan kemarin2 pake Axis aman2 aja deh di rumah. Kok 2 minggu ini kacrut kali sih jaringannya -_-*'	['asa kemarin kemarin pakai axis aman aman deh rumah 2 minggu kacrut kali sih jaring']	negative
Gak enak bego dituduh-tuduh sama sesuatu hal yg gak pernah gue lakuin!'	['enak bego tuduh tuduh gue laku']	negative
punya otak? taruh dimana? pasti taruh di congor lo kan?'	['otak taruh mana taruh congor']	negative
USER USER Si Terdakwa Penista Agama Alias Si Ahok Babi Jamban tuh yang Morfotin Uang Rakyat Jakarta	['sih dakwa nista agama alias sih ahok babi jamban morfin uang rakyat jaka a']	negative
USER Lah lu bom apa gimana?jauh jauh dah gua nih takut'	['bom gue nih takut']	negative
Yakinlah gabungan yang disokong tetap berkesan; ; Oleh itu tolonglah kami untuk menolong kamu; ; Kerana akhirnya nikmat usaha ini adalah untuk semua; ; Kamu untuk kami, kami untuk kamu; ; Untuk bangsa, agama dan negara.; ; SOKONGLAH PAKATAN HARAPAN!,0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;	['yakin gabung sokong kesan tolong tolong ranah nikmat usaha bangsa agama negara sokong pakat harap 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Gils ada yg jual pc jucan 100 aja w mikir2 wkwkkw\nEdan'	['gila jual pc jucan 100 gue pikir wkwk edan']	positive
sadar gak se lepas sepatu tp masi kaos kaki iku bau banget woiii yaampun kyk ambu silit'	['sadar lepas sepatu kaos kaki bau banget woiii ya ampun kayak ambu silit']	negative
USER Najis sok banget jutek iyuuuh. Gua mau nyanyk aja..'	['najis sok banget jutek iyuuuh gue yanyk']	negative
"""Sekali-kali tidak akan masuk surga kecuali orang-orang Yahudi atau Nasrani"". Demikian itu (hanya) angan-angan kosong belaka"" (QS 2:111)',0,0,0,0,0,0,0,0,0,0,0,0;;;;;;;;;;;;"	['kali masuk surga kecuali orang orang yahudi nasrani angan angan kosong belaka qs 2 111 0 0 0 0 0 0 0 0 0 0 0 0']	negative
Bubarkan saja tuh DPR sama KPK...sama aja bodoh nya	['bubar dewan wakil rakyat komisi berantas korupsi bodoh nya']	negative
RT USER: Brondong SMP kontol cakep panjang! Croott URL	['berondong kontol cakap crot uniform resource locator']	negative
Tapi apa aku tahu.. \nRamai hanya mampu bisu.. \nTak mahu buang malu.. \nTakut kepala tembus peluru..'	['ramai bisu buang malu takut kepala tembus peluru']	negative
