text	label
Ini pertama kalinya aku kesal dengan karakter laki-laki pengecut dan berpikiran sempit	negative
bca tolong, kalau mau gaji karyawan jangan potong uang dari rekening nasabah, gaji sendiri!	negative
anak-anak sekarang baru tumbuh dan berani mencuri	negative
iya saya suka, saya yang komen Masbulo Islam itu bodoh, kalau saya solat, punggungnya seperti di video porno.	negative
Maaf saya tidak melihat	negative
ketika mengunjungi restoran ini karena rekan bisnis saya mengundang saya. saat saya menikmati mie ini rasanya memiliki cita rasa yang sangat nikmat. sayangnya saat itu mie saya terlalu asin. sehingga mie yang seharusnya sangat enak tidak bisa saya cicipi. untuk suasana tempat tergolong biasa-biasa saja. untuk harga sangat mahal. 2 mangkok mie harganya Rp. 95.000 .	negative
bagus, tapi jne nya lama	negative
sayang sekali hp xiaomi manapun tidak bisa kalau cuma beli 16 gb soalnya software bawaannya gede banget	negative
Urus karir dipecat lalu kabur, urus karyawan yang tidak kompeten, urus istri juga, apalagi urus anak jadi lgbt.	negative
gimana Indonesia bisa bangun, kalau anak muda jam segini susah bangun dari tidurnya	negative
Penasaran dengan review bagus di restoran ini, saya dan beberapa teman mencoba mampir ke restoran ini dan memesan beberapa menu, antara lain sop buntut dan beef steak. jujur ​​rasa sop buntutnya kurang enak, agak hambar dan dagingnya keras banget, agak susah diiris. mungkin karena dagingnya lokal, jadi kualitasnya benar-benar tidak layak.	negative
Kak kok paket saya belum sampai no resi 030360019614718 padahal saya pakai jne yes lo dan 1 kota tapi belum juga sampai	negative
Maaf gan, Ahy nekat nyapres, maka dari itu bapaknya selaku ketua umum dari partai demokrat membuat peraturan yang dituangkan dalam bentuk pakta integritas yang isinya mewajibkan setiap calon kepala daerah yang mau didukung oleh demokrat untuk mendukung calon presiden yang diusung oleh demokrat.	negative
kapan Indonesia menjadi lebih baik? membingungkan saya. mungkin itu masyarakat yang kebanyakan negatif. presiden yang kerjanya bagus tidak suka, yang kerjanya hanya korupsi juga tetap dibenci. itu aneh.	negative
Hatimu busuk. iri iri kebijakan campret	negative
semoga mendapatkan kuliner khas jawa barat yang enak. ini bukan tempatnya. ! Secara konseptual, tempat ini sangat bagus, meski aksesnya agak rumit. Dari tampilan dan aktivitas masing-masing gerai terlihat bahwa ini bukanlah gerai kuliner yang enak. ! Jika kita terbiasa menikmati kuliner yang nikmat, insting kita pasti tahu bahwa di tempat ini hanya hore kuliner yang tersedia dengan mengandalkan MSG sebagai penyedap. !	negative
Hal ini sebenarnya menjadi tantangan bagi para komikus Indonesia. memukul mundur Bung. tidak perlu membawa perasaan seperti itu. itu hanya komik.	negative
really dirty Indosat employees at Graha Indosat	negative
Cukup saya mencoblos Jokowi 2014 ternyata pencitraan, baru sekarang saya menyesal.	negative
saya sedih. sebagai sarjana politik, ini membuktikan bahwa politik kotor masih kuat dan bisa menang	negative
Inilah yang terkenal di Bandung. jika Anda belum pernah mencobanya. rasanya begitu saja. Anda bisa memesan batagor siomay campur batagor. ada juga mie kocok, roti, bulat, dll. untuk rasa sih tidak ada yang istimewa.	negative
tidak positif	negative
Fadli si maling disoraki hulu, tapi Ahok si pembasmi maling disoraki bak pahlawan.	negative
orang biadab yang mencuri uang orang tidak dipukul, sedangkan anak yang mencuri karena lapar malah dipukul	negative
baik. mana muka orangnya? Kalau tidak bisa bekerja, jangan berpura-pura ingin jadi gubernur.	negative
Orang Padang punya banyak uang. mereka pintar mencari uang. tapi tiket ke sana mahal banget.	negative
Miris melihat beberapa campaign yang menyerang secara langsung, membeberkan aib lawan. hentikan politik kotor ini.	negative
otak sempit. pikirannya hanya dilihat dari fisiknya.	negative
Tak heran lagi, rezim bajingan ini didukung oleh facebook dan twitter. mengecewakan kami saja. presiden baru 2019.	negative
Politisi busuk memberi alasan dan pembenaran, mereka harus dilenyapkan dari tanah air Indonesia	negative
tidak / tidak / tidak suka	negative
bodoh tak tahu malu!	negative
yang melarang gbk dijadikan tempat konser songong-ongong parah banget. Siapa yang mau merawat rumput Anda jika Anda tidak punya uang untuk konser. belum lagi kursi-kursi yang suka dirusak suporter bola. aduh.	negative
gaduh. sudah jadi satpam presiden, masih jadi backing pedagang kaki lima	negative
Buni Yani is crazy, playing slander Ahok.	negative
lokasinya dekat dengan jendela alam, dan kami memutuskan untuk makan setelah jendela alam, padahal bisa dilihat dari luar, kondisi resto sangat gelap dan sepi, tapi untuk bisa pesan tempat di lantai dekat sawah, Anda perlu daftar tunggu. jadi kami memutuskan untuk makan di dekat danau yang lebih dalam, dan ada parit-parit kecil yang sangat tidak terawat, airnya kotor. canggih	negative
jika kita memilih dia maka akan ada lebih dari 300 desa yang akan digusur.	negative
Ya, saya memiliki kontak melalui Halo BCA. tapi itu terus terputus dan banyak memotong pulsa saya ketika saya menelepon berulang kali!	negative
paling cantik, paling cantik, gerrrrobak Prabowo, lebih baik pindah haha ​​gih Prabowo, salah aja	negative
Rasa rata-rata, tidak ada yang istimewa. harus nunggu lumayan lama makanan datang, pelayannya juga kurang ramah.	negative
omg buat jalang cabul seperti orang yang menyesal	negative
Pertama kali saya mencoba makan bersama keluarga di Bandung Timur, yang saya dapatkan adalah kekecewaan dan kemarahan. Saat memasuki restoran, saya merasa nyaman dengan suasana dan tata letak meja dan kursi yang cukup lapang.	negative
itu fakta bahwa kami memiliki banyak tanah di sini, apa yang kamu inginkan setan?! maka dari itu bekerjalah agar bisa menghasilkan banyak uang seperti kami, jangan asal menghujat wahai pribumi bodoh	negative
sebenarnya itu sindiran katakan atau sebaliknya semua pihak sama saja.	negative
Top hanyalah seorang mahasiswa UI. peduli akan kebenaran bagi bangsa Indonesia. Rektor UI dan para dosen menyedot pemerintah	negative
Ini hanya gambaran dari Pak Prabowo. bagaimana mungkin dia bisa membangun Indonesia menjadi lebih maju. semua janji palsu	negative
Saya ingin setelah didesak dengan menuduh pihak lain, Bu Risma mau menerima menjadi cawagub. eh ternyata ditolak sama dia...! ha ha	negative
keluarga kami berencana untuk makan siang di sini. tetapi tidak ada staf yang menyambut kami. sampai kami mengira restoran itu masih tutup. karena ada beberapa staff yang masih memakai baju bebas. sampai akhirnya memilih menu dan datanglah makanan yang asin. menu anak ikan gindara asin banget. Begitu juga dengan soto yang saya pesan. untuk steak dagingnya sangat enak. canggih	negative
bank bca di pgc payah dalam pelayanannya. jadi sayang sekali sudah jadi pelanggan kalau begini caranya	negative
kecewa dengan film Benjamin, pelakunya, garing banget. tidak apa-apa, filmnya dibuat menjadi 2 bagian, tapi kali ini datar. benar-benar bukan rekomendasi	negative
Pemikiran sempit tapi benar-benar membuatku kesal	negative
kenapa depok selalu macet bikin saya telat	negative
Hal yang paling sakit saat saya membeli Indomie adalah ketika bumbu euweuh di dalamnya menempel saat makan pagave indomie.	negative
Cook, Khalifah Erdogan yang mulia, ditepuk bahu oleh Jokowi yang merupakan kaki tangan Komunis China, PKI antimo dan anti-Islam	negative
tuhan macam apa yang kamu sembah, bagaimana tuhanmu menjaga umatnya di dunia dan akhirat jika dia mati? Tuhan adalah zat yang hidup abadi di dunia ini dan akhirat selamanya. mengapa tuhanmu mati? memikirkannya dengan akal sehat.	negative
jelas mereka yang tidak suka Prabowo yang bermental korup	negative
Jalan . kaya gitu kalo malam orang suka buang sampah di pinggir jalan yah! Poke Sukajadi harus dihancurkan oleh orang-orang seperti itu	negative
lucu sekali . lucu sekali . kentut tua dasar tidak tahu diri. ustad renungkan sekali saja.	negative
seperti roti kotak di singapura. tapi ya, masih enak di Singapura kan? menu menunya juga mirip. Apakah itu menelusuri roti kotak? kalau begitu, hm, hahaha kurang cocok menurut saya.	negative
sadaqta. disitulah peran habib dan fpi. banyak petani padi, pestisida tidak cukup, oleh karena itu mereka sering memusuhi wereng coklat hingga predator omnivora dengan resiko tinggi tidak kembali sama sekali tapi Allah maha pemberi pahala, barakallah fikus ustaz	negative
Saya mengetahui restoran ini dari review yang saya lihat di internet dan akhirnya saya tertarik untuk mencobanya karena dibarengi dengan rasa yang enak dan harga yang terjangkau. Saya dan keluarga saya mencoba untuk datang dan kebanyakan dari mereka memesan menu sirloin ala suis dan tenderloin, dan satu memesan potongan daging babi. secara keseluruhan bagus kami tidak puas dengan steak yang disajikan, dagingnya terlalu tipis. harganya terlalu mahal untuk ukuran steak seperti itu.	negative
Saya tidak pernah kecewa ketika pulang dari promo film, hari ini saya sangat kecewa	negative
itu cantik, tapi murah	negative
kok kelakuan setan. ada kesepakatan-kesepakatan tertentu dengan anggota DPR agar sebuah keputusan lolos dari jajak pendapat KPK yang berbau busuk. membubarkan DPR yang tidak berguna	negative
Saya menyesal kemarin karena saya mengupgrade laptop saya daripada membeli PS4	negative
Sayang sekali proses pemenuhan pesanan makanan begitu lama. lebih mengecewakan lagi, sudah lebih dari 1 jam, tiba-tiba pelayan tidak mengantarkan tenderloin dan sirloin. Jika tidak ada, seharusnya diserahkan agar Anda dapat menggantinya dengan yang lain. sungguh mengecewakan.	negative
Gan, kok sinyalnya lemot?	negative
Jokowi berbicara tentang revolusi mental hanya untuk propaganda.	negative
malas	negative
yang benar ketika nomor whatsapp saya diblokir! dimana orang yang bertanggung jawab? katanya mau ganti rugi tapi malah diblokir!	negative
pertama dicoba saat pertama kali buka di jalan lodaya, bakso kampung dengan harga murah dengan tempat yang lumayan. rasanya biasa saja, tapi beberapa hari lalu coba lagi setelah sekian lama. Bakso kampung yang sekarang ada di Jalan Veteran berubah rasa menjadi tidak enak, lagi-lagi mahal, dari kuahnya dihitung, sayurnya sedikit dihitung, tidak ada yang dihitung terpisah, mahal sekali.	negative
Saya pergi ke Gramed Manyar, saya ingin membelanjakan voucher yang saya dapat dari penukaran poin telkomsel beberapa hari yang lalu, tapi kenapa pas sampai di kasir mereka bilang tidak bisa, aduh. Saya khawatir mereka salah paham dan mengira saya baru saja akan bertukar poin	negative
Gus Dur selain buta matanya juga buta hatinya.	negative
Kerjaan bu Risma cuma marah-marah gak jelas	negative
kini kita harus waspadai bahaya nyata dari HTI dan PKS alias PKI Syariah, para pengusung khilafah, reruntuhan budaya Arab.	negative
itu bodoh, pak. dia dipukuli dan ditendang oleh Prabowo yang otak gilanya masih mau beribadah seperti tidak punya harga diri.	negative
Harga motor Indonesia terlalu mahal dibandingkan dengan luar negeri, bahan baku yang buruk hanya mempermainkan desain	negative
sudah bosan dengan yang begitu saja.	negative
hallo mohon di pantau kondisi dan kebersihan toko kfc cabang muar id : 1010128. lingkungan sangat kotor. Saya sangat frustrasi.	negative
awalnya saya penasaran cuanki itu makanan apa? ternyata sejenis bakso pangsit/pangsit berkuah. Beli setengah porsi cukup kenyang. kalau ke sini mending ikutan dikit biar ga terlalu antri. pilih tempat kosong di dekat pohon jika ada yang tersisa karena di dalamnya sangat panas. yang agak mengherankan kenapa pesannya tidak dibayar sekaligus? jadi harus ganti dua kali capek.	negative
tembak mati jokowi dengan menggunakan amanat utama kepahlawanan patriot dan pejuang bangsa dan NKRI!	negative
apa yang kamu lakukan terhadap mereka yang melanggar hukum? tidak ada! Anda membiarkan mereka bebas! polisi semua orang bodoh sekarang	negative
Pada tanggal 31 Oktober 2014, saya memesan dessert blueberry pancake di Giggle Box Braga. mengecewakan, selai blueberrynya asam seperti sudah basi, dan pelayannya cuek, susah ditelepon karena sibuk dengan pelayan lain padahal restonya sedang tidak ramai. tolong tingkatkan pelayanannya, review makanannya.	negative
Rasa ramennya biasa saja tapi harganya sekitar RP 20.000 . Masih banyak kedai ramen di Bandung yang menyediakan ramen dengan rasa yang jauh lebih enak dengan harga yang sama.	negative
wajahnya zaadit seperti anjing!	negative
Banci kamu tidak berani membalas lagi kamu pengecut mekelsung	negative
rasanya sangat biasa dibandingkan dengan gerai lain di Bandung yang juga menawarkan mie. harga disini juga tidak murah jika disesuaikan dengan selera yang didapat.	negative
tolong tindak manusia ini, kalau perlu tunda saja semua, sopirnya kacau!	negative
Saya ingin memenggal kepala Jokowi dan memberikannya kepada anjing bos saya. presiden bodoh.	negative
karyawan	negative
Tolong temukan alamat orang ini. Saya akan mengajak Anda untuk berduel secara jantan menggunakan samurai. dia telah menghina ibuku yang paling aku cintai dan hormati.	negative
ke bahasa arab? tidak panas, gersang, lebih baik ke Singapura atau ke Paris. bukan levellah arab mah jadi pilihan paling bawah	negative
Kfc di depan Sutos Town Square, pelayanannya mengecewakan, wifinya jelek, mejanya kotor, listriknya tidak di charge.	negative
pengemudi mengambil jalan memutar yang sangat jauh, tidak sesuai dengan peta, sangat berantakan	negative
Anda tidak perlu kembali ke Indonesia lagi. Kuliahmu tidak dibutuhkan di Indonesia. karyanya hanya bisa memanaskan orang.	negative
Buang saja wanita seperti itu Pak Ahok, masih banyak wanita baik yang mau menemani Pak Ahok.	negative
Meski porsinya besar, rasanya biasa saja. harganya pas sesuai porsinya. penyajiannya juga tidak rapi, begitu saja.	negative
Ini reply direct message dari bni udah lama ya udah tau, lagi buru2	negative
Tidak percaya . di Jakarta saja oknum ini cukup tidak bertanggung jawab sehingga warga Jakarta menjadi korban	negative
anjing hindu, babi kristen, satan hindu, setan kristen, hindu dan kristen tidak punya hati mereka adalah pemakan babi.	negative
paling tidak kalau tidak mau tidak mau membantu sinyal kemantapan 4 no untuk kawasan Stadion Maguwoharjo - Candi Sambisari Kalasan DIY	negative
tidak keren	negative
Bagi yang paham konstelasi politik, suksesi bangsa, di luar urusan sipil atau militer, juga soal Jawa dan luar Jawa, bukan rasis, tapi ini sudah menjadi pelindung presiden Jawa saat ini, wakil presidennya dari luar. Jawa, jadi isu Jokowi-ahy atau Jokowi-Prabowo itu omong kosong.	negative
kalau nanti Timnas Indonesia ditipu, kita bakar saja stadionnya!	negative
rasa makanannya tidak istimewa, dan saya punya pengalaman buruk makan di sini. pertama makanan yang dipesan teman saya ribuan tidak datang lebih dari satu jam. setelah 2x bertanya ke pelayan akhirnya makanan datang ke meja kami. dan ternyata madu itu sebenarnya adalah sirloin yang tidak kamu pesan.	negative
jangan pilih hahaha Ayahnya baru saja mendapat masalah saat itu. tidak menutup kemungkinan anak yang memimpin nantinya juga akan mengalami masalah yang sama. satu keluarga korupsi semua.	negative
Saya bukan HTI. dan saya sangat marah atas tindakan Anda.	negative
Saya sangat kecewa dengan pelayanan saya sebagai penjual aktif di marketplace ini. produk yang menjual jam tangan. buka toko belum sebulan tapi 12 produk saya sudah dihapus. ini adalah hubungan toko saya.	negative
dimana standar Kfc sama saja menurut saya tidak ada yang istimewa. Bagi pecinta junk food, KFC adalah tempat outlet untuk mencicipi, standar saja, di mana tidak ada hubungannya dengan seberapa sulitnya.	negative
Baru-baru ini saya kecewa dengan toko xiaomi, saya bahkan tidak bisa memasang tempered glass, memasang kembali tempered glass 3 kali sehingga benar dan bersih, tetapi malah menjadi garis-garis dan muncul ketika disentuh. harganya mahal tapi pelayanannya sangat mengecewakan. tidak tahu malu	negative
Jokowi penuh gaya dan seribu gaya, perkataannya penuh dusta dan pembohong publik, yang suka pemimpin munafik dan munafik, makanya kita umat islam berharap tahun 2019 mencoblos Jokowi, demi bangsaku, Indonesiaku tercinta dan Pancasilaku, sayang	negative
Pertama kali saya coba datang ke sini bersama keluarga, saya duduk tanpa diberi menu. kemudian menu yang diminta dan menu tersebut benar-benar hancur ketika buku menu ditemukan. kondisi meja dan kursi agak kotor dan tidak terawat. saat saya lihat menunya, kata pelayan laki-laki: agak cepat, pesan saja. di atas ada pesanan belasan orang! sikap yang sangat tidak sopan sangat buruk. akhirnya pesan minuman saja dan kita langsung pergi. canggih	negative
membalas ke pribadi, itu hanya konyol. membenci	negative
Nasi Campur berisi daging babi. depot tua di depan pagoda. rasa standar. tanpa saus. jangan berharap pelayanan yang baik. harga 40 ribu .	negative
Ngurus karyawan sendiri aja gak enak, kok gak malu ngaku punya solusi untuk memperbaiki perekonomian bangsa	negative
Saya sedikit, nih, daripada melindungi Demis agar rumah Demis tidak perlu digeledah, saya coba cari muka biar banyak support, lain kali ya.	negative
Aku tahu kau sangat kesal. Pak Fadlil memang salah, tapi mem-bully lift pribadi di Instagram dan Facebook itu keterlaluan, lagipula itu privasinya. Kecewa bikin konten kritis tapi ternyata main persekusi seperti ini.	negative
tidak tenang	negative
layanan buruk . !!!! semuanya lambat dan kacau. pelayan terlalu lama dan makanannya tidak enak. !!! itu sangat mahal. !!!	negative
katanya detail wangi chamomile nya tapi kok baunya ga enak gini	negative
bosan karena kehilangan kepercayaan karena sering dibohongi	negative
Saya sangat kecewa dengan dap yang memainkan taktik kotor, membohongi rakyat dan mengatakan bahwa supp memberikan uang kepada para pemilih, bahkan mengolok-olok saya.	negative
banyak perilaku anjing. kesal aku melihatnya	negative
Saya mendengar dari mulut ke mulut tentang restoran ini, saya sangat penasaran, saya mencoba untuk mengunjungi. tapi sayangnya, menurut saya, tidak seperti yang diceritakan banyak orang. rasanya biasa-biasa saja, tidak sesuai dengan harganya. seperti baru belajar memasak.	negative
setelah dari tebing keraton, saya dan peserta trip memutuskan untuk makan siang di boemi joglo. kami memesan nasi liwet dengan porsi untuk 8 orang, nasi liwet baru disajikan setelah menunggu lebih dari 1 jam. Itupun kami harus menunggu lagi untuk sendok, garpu dan piring. Sangat terlihat, para kru restoran kewalahan saat pengunjung ramai.	negative
tempatnya menarik, mudah dijangkau dari segala arah. Menu yang disajikan cukup bervariasi dan tertata rapi. sebenarnya cukup enak, tapi tidak sesuai. daftar harga makanan, sama sekali tidak ada. Saya pilih sayur bunga pepaya mungkin ditambah kata pedas. ??? tapi yang dihidangkan malah lebih banyak cabe daripada bunga pepaya.	negative
Islam adalah agama kebohongan	negative
tidak mau	negative
buat apa beli property di meikarta, masa depan ga ada, lebih baik beli emas	negative
Rasa kuah steaknya standar, beda dengan saklar tukang daging jaman dulu. tempat parkirnya kecil, jadi agak susah saat jam makan.	negative
Mahal kok sinyalnya jelek berbanding terbalik kawan dengan harga paketnya	negative
Lalu percuma saya update nomor hp terbaru ke customer service BNI Cab. Kalau data di BNI masih nomor HP lama, seperti apa layanannya?	negative
Wajar aku menggerutu tadi malam, aku iri melihatmu berfoto dengan kami lychee	negative
Saya tidak begitu tertarik dengan pertandingan itu. bagi saya momen emosional tepat di akhir. Miris saja melihat pemain Liperpul menangis, sang kiper meminta maaf dengan air mata berlinang. dia pasti sangat menyesal.	negative
tempatnya yang lucu dengan desain tradisional. makanannya juga tradisional. disini jual mainan jadul juga. Saya memesan mie jawa. rasa mie jawa biasa saja dan harganya mahal.	negative
Niatnya untuk menekan agar ada tanda-tanda kebaikan di daerah-daerah yang masih bisa dibujuk dengan indomie dan minyak goreng, mari kita jaga 2019 dari anjing-anjing perusahaan, eh salah bukan zaman belanda, tapi sama saja era kolonial. ha ha. ha ha.	negative
tidak perlu instastory, kamera Anda buruk	negative
jajanan pasar, harga standar. rasa standar. tidak banyak pilihan.	negative
sekelompok siswa bodoh. Syukurlah aku bukan mahasiswa disana. malu ko	negative
Tidak ada yang terlalu istimewa dari restoran yang menyajikan makanan khas sunda ini. rasa beberapa makanan yang saya pesan sama dengan rasa rumah makan sunda lainnya. tidak dapat memupuk rasa senang yang kuat dan membuatku sangat terkesan. cuma ayam goreng sambal penyet pesanan saya rasanya agak mendekati enak.	negative
meski sudah menjadi napi, ia tetap berani bersikap kurang ajar dan angkuh terhadap ulama, bahkan mengancam dan mempermalukan mereka. lalu bagaimana jika dia berhasil menjadi seorang penguasa? sungguh itu akan menjadi bencana besar bagi umat Islam.	negative
Saya ingin marah setiap detik menggunakan Indosat di Nangor	negative
tapi kalo menurut kalian kita orang baik tinggalin orang yang ngebanned ulama jangan vote lagi di tahun 2019.	negative
jangan biarkan mereka melarikan diri dari negara ini.	negative
Mau pencitraan seperti dulu pak? sudah tidak berfungsi lagi pak. Presiden harus memikirkan hal-hal yang lebih besar. misalnya bagaimana cara agar hutang tidak semakin besar. Ayah, senang menjadi raja utang. jika Anda membangun infrastruktur dari hutan saja. kamu juga bisa jadi becak	negative
Saya hanya sekali beli buku di Tokopedia, tidak pernah lagi setelah itu, takut ketemu barang palsu lagi.	negative
polisi setan sama seperti binatang jangan pergi ke sekolah ini semua karena sogokan uang kamu bisa menjadi polisi binatang bajingan bajingan.	negative
Sangat mengecewakan . Pesan dan bayar tiket pesawat jam setengah 1 pagi untuk penerbangan jam 6 pagi. e-tiket tidak terkirim. tiba-tiba dihubungi via email bahwa tiket yang sudah dibayar sudah habis pada dini hari. kalau tiket habis kenapa masih bisa dipesan.	negative
daya jual oposisi, tidak diimbangi dengan menyebarkan rumor palsu terus-menerus	negative
duh orang dari gerindra gak ada yang salah. Anies dipecat sebagai menteri. suara fadli zon tidak jelas.	negative
barang replika, sayang belum ada keterangan.	negative
Saya mau coba yang namanya Nasi Kalong katanya enak dan rame. ternyata setelah dicoba tidak sesuai ekspektasi. rasa lauknya biasa saja, dan yang kurang enak adalah pelayanannya. Entah karena servicenya udah capek atau karena udah punya nama besar jadi servicenya random.	negative
kebijakan bodoh. boneka partai, hanya ingin memuaskan nafsu kekuasaan jelang Pilpres 2019. semua dikorbankan untuk nafsu kotor.	negative
ada rombongan touring, apapun itu, di jalan tol, menggunakan patroli untuk menutupi jalan mobil lain. menyebalkan! mengapa Anda menggunakan tur yang dikawal? Kutu buku !	negative
makanan di rumah sakit selalu buruk	negative
Saya cukup sering makan di restoran Ampera di Jakarta dan Bandung, kemarin saya mencoba cabang di Cimahi. Saya pesan paru paru, babat, sate telur, dan ceker keong kecil :D, rasanya kurang lebih sama dengan tempat lain, tapi saya agak kecewa dengan ceker yang rasanya kurang bumbu. untuk sambalnya rasanya terlalu manis juga jadi kurang enak.	negative
lagu munafik. fpi front benci islam! islam malas! hidup sudah dalam kendali! jangan lo lo on! malu! Saya ingin muntah.	negative
Saatnya Tinggalkan Partai Golkar, PKS, Gerindra, Pan dan Demokrat! semuanya adalah partai Orde Baru, Islam radikal dan palsu	negative
Senin pagi yang menyebalkan dengan kemacetan lalu lintas yang parah dan banjir	negative
Saya sendiri menyesal menggunakannya lagi, menyesal. telah memilih jokowi pada tahun 2014 lalu. Saya pilih dia karena janji kampanyenya terlalu manis? ternyata dia mengingkari janjinya untukku lebih baik bermimpi dalam khayalan kemakmuran. daripada sengsara/miskin dalam kenyataan.	negative
Anak buah Megatron melakukan tindakan radikal dan fandalisme dan Anda selalu diam saat komplotannya melakukan kejahatan!	negative
pria ini mengatakan itu tidak masuk akal! Mengapa orang yang diculik malah mencintai penculiknya? teorinya dari mana?	negative
banyak	negative
sinyal 4 bukan satu paket, masih setuju, tapi koneksinya membuat Anda merasa sakit hati dan tidak bahagia	negative
berantakan	negative
Tidak pintar	negative
Saya sangat menyesal telah memilih Jokowi pada tahun 2014. apakah kami dibohongi?	negative
Bandung pada malam minggu selalu macet	negative
Warakas residents regret that I chose Jokowi	negative
FPI adalah kelompok yang tidak suka demokrasi merusak bangsa	negative
Padahal saya telepon pakai operator lain, tidak ada masalah ID. Mohon penjelasannya, saya sangat dirugikan.	negative
bongkar saja pak, jangan mau dipenjara sendiri	negative
oh, gubernur menghancurkan program yang bagus. kenapa tidak dilanjutkan saja programnya? pencitraan ya?	negative
kampungan masih penduduk asli	negative
nonton sinetron saja sudah mulai bosan apalagi nonton isu-isu palsu yang diramalkan	negative
lokasi resto lumayan jauh, saya dan 8 teman saya langsung datang ke resto karena sebelum datang saya coba reservasi tapi tidak ada yang angkat telepon. Sesampainya di Dusun Bambu, pada hari Rabu/bukan hari libur, ada dua kelompok yang mengadakan pertemuan. jadi kata pelayan pesanan makanannya lama. betul, makanannya lama datangnya, rasanya kurang memuaskan, bebek bakar bambunya. kecewa .	negative
Sebelumnya kami melakukan reservasi karena kami berkunjung pada hari Sabtu, kami tiba terlalu pagi. restonya masih b r s-s tapi kita dipersilahkan untuk foto-foto atau sekedar jalan-jalan, tempatnya oke. membersihkan . dan nyaman, sport buat banyak foto, tapi saya merasa om yang melayaninya kurang ramah dan senang. namun karena wajah abang yang melayani kurang senang, hal itu menurunkan rating saya sebagai pengunjung.	negative
merusak pemandangan, becak kotor, bikin semrawut. Anis, semua kebijakan itu membuat Jakarta sengsara, ibu kota ini malu melihat pemandangan jorok. Amburadul bukan kepalang apa tak malu Ahok yang pintar dan pandai menangani Jakarta.	negative
kamu suku apa? apa yang bisa kau lakukan?	negative
batagor riri sudah ada sejak lama. bahkan dari harga per buah 250 rupiah, saya belum pernah merasakannya. sayang sekali batagor riri semakin lama tenggelam dibandingkan kompetitor sejenis. Sebaiknya cari opsi lain jika ingin membawa oleh-oleh keluarga karena tidak sepadan dengan harganya.	negative
Hubungan saat ini bahkan lebih sulit daripada sebelumnya	negative
kurang enaknya yang hobi beres-beres, tiap pagi kadang bingung mau beresin apa lagi. sepertinya harus membuat pola rutinitas baru agar tidak bosan.	negative
Hutang negara termasuk untuk kebutuhan Anda akan zonasi, senang, bepergian ke luar negeri untuk alasan studi banding	negative
pada akhirnya, ketika sby datang untuk meminta dukungan, dia memang lemah.	negative
tidak mudah	negative
teman teman mentraktir saya makan siang disini, baru pertama kali makan di rumah makan sunda di jalan lodaya padahal lokasi dekat rumah. pada jam makan siang semua kursi terisi sehingga ramai, agak tidak nyaman karena tempatnya sempit, kursinya letaknya berdekatan dan ruangan terkesan suram dan kusam serta tidak terlalu bersih, seadanya, seadanya pelayanan mereka juga ngobrol dan teriak karena ramai. itu tidak nyaman.	negative
bakar saja homo ini, bunuh saja agar tidak mengganggu orang lagi.	negative
dari sisa kuota 7 gb, otaknya sangat-sangat lemah, yang membuat tidak nyaman dan sangat mengganggu kenyamanan pengguna setia indosat	negative
jadi bingung mau coba atau tidak wqwq kemarin ada mutualan yang bilang enak tapi terlalu enak besoknya ada yang bilang rasanya aneh tapi baunya kurang enak pokoknya	negative
Kebanyakan masakan tradisional juga tidak enak di restoran mewah.	negative
Maaf admin baca ya om. anggaran seperti ini. campuran antara kesal dan jijik.	negative
mungkin karena itu, tiba-tiba orang yang ingin lepas dari tuduhan atau hukum, tiba-tiba banyak orang menjadi gila atau mengaku gila, agar lepas dari segala hukuman, asalkan ada kerjasama dengan pihak berwajib	negative
kalo selama ini ga tau, sekarang fpi udah di kasih tau. mengapa api masih padam. dengan membuat orang takut untuk membuat pengaduan ke kantor polisi. dengan menyukai pedagang racun.	negative
Apakah menurut Anda Bandung paling maju? kalau saya dari jakarta? surabaya? yang jelas lebih metropolitan dari bandung mau bilang apa?	negative
Maaf saya tidak mendengar kata-kata ibumu, saya minta maaf	negative
kenapa kamu pergi ke sekolah menengah tetapi berbicara seperti anjing menggonggong.	negative
sangat melelahkan, pulang ke kampus sangat sore ditambah kerja kelompok yang tidak ada habisnya, deadline tugas juga sangat padat	negative
tidak menyenangkan	negative
Artinya, jajaran Anies tidak becus mengurus gubernur, pecat saja semua jajaran yang berantakan.	negative
Indosat, saya lagi iseng main Mobile Legends, tapi sinyalnya tiba-tiba hilang dan saya marah banget	negative
demiz suka jadi kader yang demokratis, tidak cocok	negative
apa bahayanya ketika prabowo jadi presiden? dari sekian banyak hal negatif, saya ambil beberapa contoh, misalnya balas dendam terhadap media. dia mempermalukan wartawan hanya karena menganggap wartawan yang mewawancarainya berasal dari media yang tidak netral.	negative
miris melihat nasib korps ini di rezim jokowi, 1 kata: tragis!	negative
Jogja is poor, stupid and uncultured. Jakarta-Bandung friends, don't want to live in Jogja	negative
Saya datang pada malam hari dan hujan turun deras, tempat parkirnya cukup luas. Saat masuk, kami disuguhi etalase pastry, banyak kue-kue kecil yang ditawarkan, lalu kami masuk ke resto, kurang nyaman, agak kumuh, mungkin sedang ada renovasi. dan lebih banyak staf daripada tamu yang datang. makanannya tidak sebagus sebelumnya, mungkin kokinya berbeda.	negative
fahry, takut, mulut besar, nyali nol besar, mulutmu adalah harimaumu. pks, hancur karena mulutmu.	negative
